loss,mu_loss,sigma_loss,epoch
0.018424049153888376,0.0016434228781148038,0.03551198884638452,1.0
0.01648048255108455,0.0016132602283214256,0.03169175124097049,2.0
0.012225700514471522,0.001607046601723892,0.02310424297004835,3.0
