epoch,train_loss,train_mu_loss,train_sigma_loss,val_loss,val_mu_loss,val_sigma_loss,val_rmse,val_mae,val_r2,val_mean_nll
1.0,0.4260359939481751,0.5446558724435183,0.30741609740323067,0.38383792039240305,0.47238104493298905,0.29529478896196065,6.265532970428467,3.6732397079467773,0.29644539952278137,4.948419216939104
2.0,0.24820149522838153,0.29322799880263006,0.20317499738108746,0.3477705737232571,0.4163844404912521,0.2791567619666692,5.818660736083984,3.2760932445526123,0.37922385334968567,5.100600035290921
3.0,0.23291689424906115,0.2766852344095704,0.18914855868488825,0.3438776400697398,0.41066705261924985,0.2770882367067049,5.7609992027282715,3.167743444442749,0.3875782787799835,4.803380425372662
4.0,0.2248488207226141,0.2659663617819093,0.1837312726378743,0.34956786246007493,0.41425954906077683,0.2848761185513471,5.823265075683594,3.260648012161255,0.3825797438621521,5.166665674844922
5.0,0.22033649079582626,0.25981661512929877,0.18085636359426005,0.34969585031311273,0.415747985881747,0.2836437193377161,5.7694315910339355,3.2201619148254395,0.37973928451538086,5.427298314335166
6.0,0.21740046321308285,0.2563257925860789,0.1784751345501855,0.3331636293963733,0.3913625757293478,0.274964623458754,5.592694282531738,3.0737781524658203,0.41607412695884705,5.461596360383755
7.0,0.2131042056894031,0.24987790126340703,0.17633050625686048,0.3434475238202874,0.40577902319518333,0.2811160244453915,5.679239273071289,3.1360177993774414,0.3944171667098999,5.655164730747479
8.0,0.21036190005471617,0.24552548842712676,0.1751983086740387,0.33983545010022187,0.39587161796433584,0.2837992845327266,5.64128303527832,3.123410701751709,0.4095013439655304,5.664042675029243
9.0,0.2075468686678467,0.2416332644621688,0.17346047316310387,0.3416015700130325,0.396882313336806,0.28632083128249664,5.640313148498535,3.1286277770996094,0.40791693329811096,5.083165633703157
10.0,0.20635535037900968,0.2385376726349515,0.17417302366690468,0.3385829977244609,0.3955274714360961,0.28163852860606325,5.615420818328857,3.1065938472747803,0.4097946584224701,5.067343980647715
11.0,0.2033690028817984,0.23484213914205368,0.17189586920005762,0.34434123877847234,0.404348070836916,0.28433441131326626,5.681608200073242,3.184522867202759,0.39667001366615295,5.491791005006783
12.0,0.20061927056058068,0.2308268562284099,0.17041168553738004,0.34120328550459084,0.3990063725720122,0.2834002282394918,5.612258434295654,3.1220431327819824,0.40434297919273376,5.24057845147183
13.0,0.19974474900827632,0.22941092695477028,0.17007856877284716,0.34508580153404245,0.40624885122052934,0.28392274725431793,5.642852783203125,3.1832082271575928,0.3933422267436981,5.372208738136057
14.0,0.1980569208424736,0.22579644252107303,0.1703173940068452,0.34716131216827517,0.4113302242385208,0.282992429900352,5.710997104644775,3.2616286277770996,0.3860665261745453,4.99335574227773
