epoch,train_loss,train_mu_loss,train_sigma_loss,val_loss,val_mu_loss,val_sigma_loss,val_rmse,val_mae,val_r2,val_mean_nll
1.0,0.4303509017779633,0.5526105559628318,0.30809124673359,0.37789611457274164,0.45783182053267285,0.2979603811071068,6.110333442687988,3.556748867034912,0.3175218999385834,5.196112260911578
2.0,0.24679994711048373,0.291630711797821,0.20196918142346848,0.36962777249928047,0.4430393336752934,0.29621626174143706,6.044950008392334,3.416203498840332,0.339915007352829,5.553510847703674
3.0,0.22770052144982436,0.2697321506389086,0.18566889641809106,0.36578743517694307,0.4377561670372539,0.29381867810754747,6.0242018699646,3.430925130844116,0.34794220328330994,5.334254233824982
4.0,0.2222099347678076,0.26339332947984573,0.1810265380564135,0.34748384035509305,0.40925574764683204,0.28571196516229524,5.790107727050781,3.216892719268799,0.39005833864212036,5.09602458987892
5.0,0.21861449743347264,0.2589262314079943,0.17830275717130387,0.3582130636433966,0.4273561703401302,0.2890699225511031,5.946004390716553,3.3067047595977783,0.36337003111839294,5.251964822106112
6.0,0.215683638704553,0.2548841327837586,0.17648314491031017,0.3582078853186426,0.42491104684471276,0.2915047856938361,5.846469879150391,3.2763171195983887,0.3662044405937195,5.522719896156492
7.0,0.21209289458884742,0.24921870039834618,0.1749670879198438,0.3569487184890491,0.4271670313448775,0.2867304056332207,5.8277459144592285,3.2687809467315674,0.3625056743621826,5.328511321148067
8.0,0.20994914833212652,0.2460498942450148,0.1738484088655244,0.34763624324031434,0.40960801315232404,0.2856644733283046,5.769942283630371,3.2572808265686035,0.3893152177333832,5.117574552516167
9.0,0.20813524966467428,0.24371001108014495,0.1725604905473718,0.3517268187777316,0.4145020556213513,0.2889516071431967,5.75699520111084,3.2369577884674072,0.3815632164478302,5.320443649735008
10.0,0.20591990974448618,0.24103321154097573,0.17080660975094225,0.34878402480997445,0.41229053793215653,0.28527748418208876,5.759060382843018,3.2534396648406982,0.3850291073322296,5.325648352098914
11.0,0.20389433601977208,0.23780560263148806,0.1699830656057545,0.3538942483563099,0.4175812592238873,0.2902072970933772,5.78837251663208,3.3039090633392334,0.3770653307437897,5.30797385596882
12.0,0.20283765640217424,0.23668372662297196,0.16899158776021303,0.35174502916516565,0.41062512455248734,0.2928648810630556,5.737860202789307,3.1745002269744873,0.38742172718048096,5.438299814591729
13.0,0.19982904813470675,0.2311397836083178,0.16851831580953572,0.3439413569112144,0.406849590466333,0.28103313254257106,5.717674732208252,3.216921091079712,0.3931143879890442,4.949996948062942
14.0,0.19757257518782143,0.22780488557441667,0.1673402605037021,0.3582863888798559,0.42222803747831245,0.29434474717125586,5.808312892913818,3.3236470222473145,0.3700152635574341,5.366787740382772
15.0,0.19693798413815475,0.22700252254560002,0.16687344788870448,0.3412680127508955,0.402425878283783,0.28011008990998204,5.621697902679443,3.187991142272949,0.3991021513938904,4.910288863609289
16.0,0.19599539031782587,0.22476799638951012,0.16722278396579532,0.35511863815886524,0.41781810054966007,0.2924191390758917,5.760136604309082,3.3194477558135986,0.3764244318008423,5.803344746476331
17.0,0.19502829473461694,0.22374707132885102,0.16630951857013526,0.35945799800392314,0.4261349954009862,0.29278102351932606,5.866819381713867,3.385997772216797,0.36449453234672546,5.269911490979779
18.0,0.19248076121095187,0.22091573170928533,0.16404579028286598,0.359735672647967,0.43015436762998427,0.2893169478636274,5.8666768074035645,3.342519521713257,0.3582288324832916,5.254158274505079
19.0,0.19035181967210132,0.21629908289857927,0.16440455343735652,0.3516624350841113,0.4183040230512726,0.28502081961124637,5.7298102378845215,3.3029372692108154,0.3753770589828491,5.520477676959524
20.0,0.19042961963689045,0.21673940125736782,0.16411983214928547,0.36115415239183685,0.4326561206415356,0.2896522093512229,5.907003879547119,3.390578269958496,0.35472503304481506,5.021360671319047
21.0,0.1890661326813401,0.21479187893533763,0.16334038807164916,0.3575883456423993,0.4270651975748183,0.288111553314625,5.752825736999512,3.20168137550354,0.3619413375854492,5.551788923147376
22.0,0.18918618864860828,0.21502728940117347,0.163345087830573,0.35342649010829746,0.4226595187520272,0.28419343395886415,5.745522975921631,3.2352728843688965,0.36873859167099,5.266174912506361
23.0,0.18720149709940936,0.21098884147119906,0.1634141533067782,0.3590705807464732,0.42961983645268526,0.28852129523793874,5.777868270874023,3.303948163986206,0.35820016264915466,4.987579778339499
