loss,mu_loss,sigma_loss,epoch
0.015451636455142024,0.0016434228781148038,0.029504675877647303,1.0
0.010173352910924862,0.0016132602283214256,0.01895093364849969,2.0
0.0101474959089263,0.001607046601723892,0.018908986417611563,3.0
