loss,mu_loss,sigma_loss,epoch
0.014393303937986388,0.003674794653656592,0.025192014124649935,1.0
0.010565106215512671,0.0017183643790587306,0.01957796628855624,2.0
0.01039619163819135,0.0016726578872017187,0.0193162517751715,3.0
