variant,seeds,ndcg_mean,ndcg_std,runtime_seconds_mean,runtime_seconds_std
frozen_mu_sigma_mlp,3,0.8272830807114393,0.00032422560689259887,14.458733399709066,0.09991654875038755
dual_head_query_concat_sigma,3,0.8036817296650609,0.0006567787125861622,14.786008358001709,0.19110776724709805
dual_head_detached_sigma,3,0.8031858857041607,0.0006461588860259233,14.548010428746542,0.010480632418737063
mlp_joint,3,0.7988433648853768,0.0005705326786385076,14.73915696144104,0.31854188288886937
