loss,mu_loss,sigma_loss,epoch
0.01859056441570553,0.002545521835193757,0.0351785652580278,1.0
0.012948004679527265,0.002545521838055566,0.023769125400294668,2.0
0.012894857741254605,0.0025455218382332604,0.023671167826063648,3.0
